Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id160,Fish Salan,Fish,"King fish, cooked tomatoes, ghee, ginger-garlic paste, onion, turmeric powder, red chili powder, black pepper powder, garam masala, dry ginger powder, turmeric powder, fennel powder, olive oil, salt, water",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,515
meal_id161,Baked Spanish Fish,Fish,"Sole fish, tomato, onion, lemon juice, olive oil, ginger and garlic paste, bay leaf, cinnamon stick, green chili, vinegar, salt, water",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,605
meal_id162,Prawn Potato Soup,Soup,"Onion, potato, prawns, eggs, skimed milk, olive oil, cilantro, salt, water",veg,sodium, obesity pregnancy, alkaline_diet low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet,430
meal_id163,red rice vermicelli kheer,rice,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, skimed milk, cardamom powder, saffron strands / thread",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,650
meal_id91,Lemon Herb Chicken,chicken,"chicken breasts, lemon juice, garlic cloves, olive oil, dried oregano, dried thyme, salt, black pepper, fresh parsley (chopped)",non-veg,vitamin_c, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,225
meal_id164,Quinoa Salad,salad,"quinoa, cherry tomatoes, cucumber, red onion, parsley, mint, olive oil, lemon juice, salt, black pepper",veg,iron, anemia hypertension scurvy heart_disease goitre kidney_disease pregnancy diabeties, alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet dash_diet,225
meal_id165,Cauliflower Rice Stir-Fry,Rice,"cauliflower rice, bell peppers, snap peas, carrots, broccoli, soy sauce, garlic, ginger, olive oil",veg,carbohydrates, obesity diabeties kidney_disease anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,520
meal_id166,Lentil Soup,Soup,"red lentils, carrots, celery, onion, garlic, vegetable broth, cumin, coriander, olive oil, salt, black pepper",veg,chloride, anemia hypertension scurvy heart_disease goitre kidney_disease pregnancy diabeties, alkaline_diet dash_diet high_fiber_diet hormone_diet,400
meal_id146,Grilled Vegetable Skewers,skewers,"zucchini, bell peppers, cherry tomatoes, mushrooms, olive oil, balsamic vinegar, garlic, salt, black pepper",veg,iron, obesity diabeties goitre anemia, low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet dash_diet,300
meal_id167,Tofu Stir-Fry,stir-fry,"tofu, broccoli, bell peppers, snap peas, soy sauce, garlic, ginger, olive oil",veg,carbohydrates, obesity cancer diabeties anemia, alkaline_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet,280
meal_id168,Turkey Lettuce Wraps,wraps,"ground turkey, lettuce leaves, carrots, bell peppers, soy sauce, garlic, ginger, olive oil",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet hormone_diet high_protien_diet dash_diet type_a_diet,365
meal_id169,curd rice,rice,"rice, water, curd, almond milk, carrot, green chilli, ginger, salt, coriander leaves, oil, mustard seeds, chana dal, urad dal, curry leaves, red chilli, hing",veg,iron, obesity diabeties anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,460
meal_id170,Chickpea Salad,salad,"chickpeas, cucumber, cherry tomatoes, red onion, parsley, lemon juice, olive oil, salt, black pepper",veg,iron, anemia cancer kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet dash_diet,455
meal_id108,Grilled Chicken Salad,salad,"grilled chicken breast, mixed greens, cherry tomatoes, cucumber, red onion, olive oil, balsamic vinegar, salt, black pepper",non-veg,chloride, anemia cancer rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet type_a_diet,610
meal_id109,Salmon with Asparagus,Fish,"salmon fillet, asparagus, olive oil, lemon juice, garlic, salt, black pepper",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet,225
meal_id171,Stuffed Bell Peppers,bell peppers,"bell peppers, quinoa, black beans, corn, diced tomatoes, cumin, chili powder, salt, black pepper",veg,iron, diabeties goitre, low_fat_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,500
meal_id172, Zucchini Noodles with Pesto,noodles,"zucchini, basil, pine nuts, garlic, olive oil, lemon juice, salt, black pepper",veg,chloride, diabeties goitre, ketogenic_diet,485
meal_id173,lemon rice,rice,"cooked basmati rice, oil, asafoetida (heeng), mustard seeds (sarson), curry leaves (kadhi patta), whole red chilli (sabut laal mirch), turmeric powder(haldi), salt, lemon juice, peanuts, urad dal, chana dal, ginger",veg,magnesium, obesity diabeties anemia scurvy, ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,560
meal_id174,Tofu and Kale Salad,Salad,"Tofu (cubed and baked), Kale (chopped), Cherry tomatoes, Red bell pepper (sliced), Avocado (sliced), Lemon juice, Olive oil, Salt, Black pepper",veg,calcium, scurvy heart_disease kidney_disease pregnancy diabeties, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,260
meal_id175,Grilled Chicken Salad,Chicken,"Chicken breast (grilled and sliced), Mixed greens, Cherry tomatoes, Cucumber (sliced), Red onion (sliced), Olive oil, Balsamic vinegar, Salt, Black pepper",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,355
meal_id176,Grilled Salmon with Spinach,Fish,"Salmon fillets, Fresh spinach, Olive oil, Garlic (minced), Lemon juice, Salt, Black pepper",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,665
meal_id177,Quinoa and Black Bean Salad,Quinoa,"Quinoa, Black beans (cooked), Red bell pepper (diced), Green bell pepper (diced), Red onion (chopped), Fresh cilantro (chopped), Olive oil, Lime juice, Cumin, Salt, Black pepper",veg,phosphorus, obesity scurvy kidney_disease heart_disease, low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,220
meal_id178,oats & shallots pulao,rice,"Rice, cilantro, green chili, onion, cinnamon, cardamom, clove, red chili powder, salt, garlic flakes, ginger, shallot, olive oil",veg,protien, hypertension, high_protien_diet dash_diet gluten_free_diet,470
meal_id179, shiitake fried rice with water chestnuts,rice,"Shiitake mushrooms, olive oil, garlic cloves, green chili, water chestnuts, onion, leeks, celery, ginger, sesame oil, cooked rice, white pepper, salt, rice wine vinegar, green onion, parsley, sesame oil",veg,carbohydrates, anemia pregnancy cancer goitre kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,545
meal_id165,thai pineapple rice,rice,"Rice, onion, Thai ginger, fresh turmeric, curry leaves, lemongrass, Almond milk, salt, hot curry powder, pineapple chunks, olive oil, water, turmeric powder, fresh pineapple",veg,carbohydrates, obesity diabeties kidney_disease anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,660
meal_id152,grilled chicken salad,salad,"Grilled chicken breast, mixed greens, cherry tomatoes, cucumber, red onion, olive oil, lemon juice, salt, black pepper",veg,carbohydrates, obesity cancer diabeties anemia, alkaline_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet,275
meal_id180,Stuffed Bell Peppers,Bell Pepper,"Bell peppers, quinoa, black beans, corn, tomatoes, onion, garlic, cumin, chili powder, salt, pepper, cilantro, avocado",veg,carbohydrates, obesity cancer diabeties anemia, alkaline_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet,585
meal_id181,quinoa and vegetable pilaf,pilaf,"Quinoa, mixed vegetables, cumin, coriander powder, turmeric, salt, black pepper, olive oil, cilantro",veg,carbohydrates, obesity scurvy kidney_disease heart_disease, low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,670
meal_id182,avocado and chickpea salad,salad,"Avocado, chickpeas, cherry tomatoes, red onion, cucumber, olive oil, lemon juice, salt, black pepper",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,410
meal_id37,zucchini noodles with pesto,pasta,"Zucchini noodles, basil pesto, cherry tomatoes, pine nuts, olive oil, salt, black pepper",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,400
meal_id171,tofu stir fry,stir_fry,"Tofu, broccoli, bell peppers, soy sauce, garlic, ginger, sesame oil, salt, black pepper",veg,protien, diabeties goitre, high_protien_diet low_fat_diet gluten_free_diet,410
meal_id183,lamb and vegetable stew,stew,"Lamb chunks, carrots, celery, onion, garlic, tomatoes, olive oil, salt, black pepper, thyme, bay leaf",non-veg,iron, obesity diabeties goitre anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,660
meal_id46,Steamed Chicken and Veggie Bao,Bread,"Buns, almond flour, dry yeast, steamed chicken breast (minced), tofu (crumbled), soy sauce, sesame oil, chives, garlic (minced), ginger (minced), sugar substitute, salt, warm water",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,645
meal_id49,Green Goddess Veggie Pizza,Bread,"Cauliflower crust (cauliflower, almond flour, egg, garlic powder, baking powder, salt), spinach, broccoli, bell peppers, red onion, vegan cheese, basil pesto, garlic, olive oil, salt, pepper",veg,chloride, goitre, vegan_diet high_fiber_diet,600
meal_id184,vegetable bruschetta,bread,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, vegan cheese",veg,calcium, obesity scurvy kidney_disease heart_disease, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,595
meal_id29,spinach and feta crepes,bread,"milk (skimmed), Almond flour, water, honey, salt, Olive oil, Light butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",veg,vitamin_c, anemia scurvy goitre kidney_disease, dash_diet high_fiber_diet type_a_diet ketogenic_diet,465
meal_id185,Citrus Quinoa Salad,Salad,"Quinoa, oranges, grapefruit, avocado, spinach, red onion, fresh mint, olive oil, lemon juice, salt, black pepper",veg,vitamin_c, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet dash_diet low_fat_diet,580
meal_id186,Strawberry & Pistachio Breton Tart,Bread,"Almond flour, baking powder, sea salt, egg yolks, castor sugar, Greek yogurt, sugar, gelatin, applesauce (as butter substitute), pistachio paste, strawberry",veg,vitamin_a, scurvy kidney_disease, high_protien_diet low_fat_diet,620
meal_id187,tricolour pizza,bread,"pizza base , pizza sauce, mozzarella cheese, black olive, green capsicum, carrots, olive oil",veg,sodium, goitre, vegan_diet,380
meal_id188,Instant Rava Dosa,Bread,"Rava/suji/semolina, rice flour, all-purpose flour, fresh coconut (pieces), jeera, green chilli, dhaniya, onion (diced), salt, water, oil",veg,iron, rickets, vegan_diet low_fat_diet high_fiber_diet,370
meal_id189,easy bread poha,bread,"Olive oil, hing, mustard seeds, curry leaves, whole red chillies, cookes peas, peanuts, turmeric powder, salt, bread, green chillies, lemon juice, coriander leaves, dessicated coconut",veg,iron, hypertension heart_disease eye_disease rickets goitre obesity, low_fat_diet Mediterranean_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,570
meal_id190,bread chana basket,bread,"bread (white/brown), for chana chaat:, chana, onion, tomatoes, cumin seeds, ginger garlic paste, chilli powder, chana masala, turmeric powder , oil, salt",veg,chloride, heart_disease, dash_diet Mediterranean_diet,600
meal_id191,Grilled Portobello Mushroom Salad,Bread,"Portobello mushrooms (sliced), Mixed salad greens (such as spinach, arugula, and kale), Cherry tomatoes (halved), Red onion (sliced), Olive oil, Balsamic vinegar, Garlic (minced), Salt, Black pepper, Fresh basil (chopped)",veg,iron, heart_disease, low_fat_diet Mediterranean_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,540
meal_id192,Kasha Bread,Bread,"Kasha, boiling water, buckwheat flour, all-purpose gluten-free flour, brown sugar, baking powder, baking soda, xanthan gum, salt, almond milk, almond cream, flax egg, coconut oil, walnuts",veg,selenium, heart_disease, low_fat_diet Mediterranean_diet ketogenic_diet vegan_diet dash_diet,525
meal_id193,egg paratha,bread,"whole wheat flour, salt, oil, eggs, onions, green chilli, coriander leaves, garam masala",non-veg,vitamin_a, hypertension rickets goitre kidney_disease pregnancy diabeties, low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet,375
meal_id194,egg and cheddar cheese sandwich,bread,"egg, salt, pepper, ham slices, basil leaves",non-veg,vitamin_a, pregnancy hypertension eye_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet dash_diet,585
meal_id195,egg in a blanket,bread,"eggs, brown bread slices, chilli flakes, oregano, salt",non-veg,vitamin_a, hypertension rickets goitre kidney_disease pregnancy diabeties, low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet,235
meal_id196,bread dahi vada,bread,"bread slices, curd, olive oil, salt and black pepper , red chilli powder, aamchoor powder, mint leaves, zeera powder, anardana",veg,chloride, heart_disease, dash_diet Mediterranean_diet,450
meal_id197,Mango and Spinach Salad,Salad,"Baby spinach, ripe mango, red onion, cucumber, pumpkin seeds, avocado, olive oil, balsamic vinegar, honey, salt, pepper",veg,calcium, obesity eye_disease heart_disease, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,235
meal_id198,Mediterranean Veggie Wrap,Wrap,"Whole wheat tortilla, hummus, cucumber, bell pepper, cherry tomatoes, red onion, feta cheese, olives, lettuce, olive oil, lemon juice, garlic, oregano, salt, pepper",veg,vitamin_c, cancer heart_disease, Mediterranean_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet,435
meal_id43,beetroot modak,modak,"gram flour (besan), semolina (rava/sooji), beetroot colour or two oven cooked beetroot paste , water, olive oil (for frying), for sugar syrup:, sugar, water, cardamom powder, lemon juice, cashews (kaju)",veg,selenium, hypertension, vegan_diet low_fat_diet ketogenic_diet,485
meal_id62,active charcoal modak,modak,"for modak:, gram flour (besan), semolina (rava/suji), active charcoal, water, oil (for frying), sugar, water, cardamom powder, lemon juice, cashews (kaju)",veg,selenium, obesity diabeties, vegan_diet low_fat_diet ketogenic_diet hormone_diet,375
meal_id63,flax seed and beetroot modak,modak,"rice flour, salt, oil (for greasing), beetroot puree, tossed flax seeds (for topping), fresh coconut, jaggery, poppy seeds, green cardamom powder, nutmeg powder",veg,magnesium, goitre hypertension heart_disease, high_protien_diet vegan_diet high_fiber_diet,315
meal_id199,roti,roti,"whole wheat flour (100g), water (50ml), salt to taste",veg,potassium, scurvy, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,380
meal_id64,palak paneer,paneer,"spinach (200 grams), Paneer (100 grams), Onions (50 grams), Tomatoes (50 grams), Ginger (5 grams), Garlic (5 grams), Green Chilies (2 grams), Cumin Seeds (1 teaspoon), Turmeric Powder (1/2 teaspoon), Garam Masala (1/2 teaspoon), Salt (to taste), Ghee (1 tablespoon)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,475
meal_id65,chana masala, chana,"Chickpeas (Chana) - 200g, Tomatoes - 2 medium, Onions - 1 medium, Garlic - 4 cloves, Ginger - 1 inch, Green Chillies - 2, Cumin Seeds - 1 tsp, Coriander Powder - 1 tsp, Garam Masala - 1 tsp, Turmeric Powder - 1/2 tsp, Red Chili Powder - 1/2 tsp, Salt - to taste, Olive Oil - 2 tbsp, Fresh Coriander Leaves - for garnish",veg,magnesium, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,255
meal_id68,mixed vegetable soup,soup,"Carrots (50g), Spinach (30g), Tomatoes (50g), Green Beans (50g), Cauliflower (50g), Green Peas (30g), Onion (50g), Garlic (5g), Ginger (5g), Cumin Seeds (5g), Salt (to taste), Water (500ml)",veg,vitamin_d, kidney_disease, low_fat_diet,205
